aa_id,consent_id,timestamp,phone_number,fiu_id,fip_id,purpose_code,purpose,data_range_from,data_range_to,validity,filetype,signature
AA1,be2e7275-f8af-4f3b-9d22-f0a3263dc953,2025-06-18T06:47:11,9046070774,FIU012,FIP010,102,Financial Reporting,2025-02-17,2025-05-21,2025-05-21,INSURANCE,6f153f6411ff3baa6cf83246e86a1ae631ae02e847db1e77ad4fbc16de14d8e5
AA1,e98c6793-0678-4875-95df-04d63fc9b0f8,2025-05-10T15:36:45,9993321720,FIU021,FIP023,101,Personal Finance,2025-01-15,2025-04-15,2025-04-15,MUTUAL_FUNDS,aab0efe82f361a7dfc877f9dcf6989a5ee41c3ada8be0c096a31b20fc81730ed
AA1,2b737f04-a56d-41a5-bfee-3b94583ceb03,2025-01-02T11:51:32,7784487691,FIU028,FIP041,102,Financial Reporting,2025-04-27,2025-06-25,2025-06-25,DEPOSIT,06901ceb840f69b238f5cb163814cba3da908f24c77173e9af0ad333e5c6f3bf
AA1,dad3bb17-379a-4f9d-b314-8ae420d49069,2025-04-17T02:28:02,8308334393,FIU002,FIP030,103,Credit Underwriting,2025-02-15,2025-07-18,2025-07-18,MUTUAL_FUNDS,3785c496974485645a1a2e52c260583ed47c65bc9c8d9025868fa1720902a1cb
AA1,6d1f6a4d-b12f-4b4e-9684-3204600b3465,2025-01-16T03:50:27,7851784837,FIU043,FIP014,102,Financial Reporting,2025-02-22,2025-04-12,2025-04-12,INSURANCE,651a169b92621033309e7f1107c11a0982fce392d7d967e4d0aaf6b34842ddd6
AA1,400995f4-4504-4271-8213-4b217ee8b8d3,2025-05-06T12:50:57,8588140399,FIU040,FIP036,104,Account Query and Monitoring,2025-03-15,2025-06-23,2025-06-23,CREDIT_CARD,1fdd8551dbd9e3fb1154ae0fcb069e37490060a943dd7e59a78ed9ad0f105b9f
AA1,c7a73d2f-21bd-4c70-acee-4fc8701fd9d7,2025-06-03T00:05:21,9347544401,FIU036,FIP012,101,Personal Finance,2025-01-17,2025-06-24,2025-06-24,MUTUAL_FUNDS,e5582a622151a5a4d1523bd177957eaabe72fbf3da5b011f112c637016112c8f
AA1,a0591e29-2189-4ff7-8b83-44db4a235ecc,2025-01-18T00:39:02,7099803673,FIU050,FIP039,103,Credit Underwriting,2025-01-19,2025-03-26,2025-03-26,INSURANCE,73ad70406b085fafb633b030e6351ce3342b0f83e4e71ef922f00784b7c58d73
AA1,93e33e7d-6cc3-4e45-a1b5-34732537adec,2025-02-27T08:22:30,8043827071,FIU020,FIP013,104,Account Query and Monitoring,2025-03-21,2025-08-20,2025-08-20,INSURANCE,a8151eeff766a99fe2659f5cdb7a7b8d59d94def8fd2859fe4b10a761667fdee
AA1,7ccf419b-ade1-4def-9ba2-b4f000b61134,2025-01-16T05:13:44,9404321035,FIU021,FIP024,101,Personal Finance,2025-01-24,2025-06-16,2025-06-16,INSURANCE,560c2d0e22d9ee66ec2d302e86cb06f6035b6eea52855092994713a8c05a8e72
AA1,ab7705c3-4444-4c08-95d4-f6eee6c172ec,2025-02-05T21:08:07,9675853634,FIU020,FIP023,104,Account Query and Monitoring,2025-03-05,2025-04-25,2025-04-25,CREDIT_CARD,8ef1ca1f879f4d1fea930a626b64b355629ead8630b5a055044607b204630c3b
AA1,b28bb860-0388-42f3-ba79-116eaf24c815,2025-05-21T19:41:03,8467135005,FIU033,FIP005,104,Account Query and Monitoring,2025-02-06,2025-04-10,2025-04-10,DEPOSIT,270e3a29f909afd0750f6e54ffe025b77cd7970ea1c620ff3d21a4f6964b92ff
AA1,4bcb8150-b448-4917-be2c-18bf5c467d53,2025-04-28T20:52:51,7663118677,FIU008,FIP002,101,Personal Finance,2025-04-26,2025-10-03,2025-10-03,DEPOSIT,742b79ef643469e027aeac818fa7b3b4021816ab641c7f94f038ffd765e642ce
AA1,b565a4e6-b1b8-4966-bfc5-da940bcd2f47,2025-05-11T12:42:32,7148960977,FIU031,FIP046,104,Account Query and Monitoring,2025-03-02,2025-04-01,2025-04-01,CREDIT_CARD,746d68b3a61f40467ff69cda062c185ff962c05cf6ce2461a2feef1271941b74
AA1,d5e86f52-9a08-4ad4-9a35-279eaa3b6717,2025-05-30T20:14:20,8131040225,FIU045,FIP028,103,Credit Underwriting,2025-05-16,2025-08-28,2025-08-28,CREDIT_CARD,6d715ed874e06dfb352c2741add99e0129a12e78e4275a947904982aa67b7a34
AA1,16542022-e858-466f-bf91-8d3fa1b41343,2025-05-12T00:57:41,7472329096,FIU007,FIP037,101,Personal Finance,2025-02-10,2025-07-13,2025-07-13,MUTUAL_FUNDS,b83a448e46608f792dc9472a13407eb8bef1ec5ae421ed233b81fe1f0bfd70d4
AA1,0883a3ee-714b-4694-a933-79157f7fe54d,2025-02-13T22:23:31,7437624942,FIU023,FIP036,104,Account Query and Monitoring,2025-03-06,2025-05-24,2025-05-24,INSURANCE,47966a4832a7e8440b4b8e36d39782eb9fcb6768d093ecdb594953485242d2b3
AA1,aaab1ab4-70e2-4250-bdac-ae422a689b1b,2025-03-18T08:18:07,7549524730,FIU027,FIP012,101,Personal Finance,2025-02-01,2025-03-23,2025-03-23,DEPOSIT,d95e1cdfe69f4ba987ab98fa20ccc66beedbf2a50eb674fa57e1a969abae4011
AA1,5b1b4fe7-5baf-4b57-8aeb-15018abcb6df,2025-02-04T19:05:31,7704664187,FIU044,FIP031,102,Financial Reporting,2025-02-26,2025-07-13,2025-07-13,CREDIT_CARD,e397f2a334601740086ec7ee46533bd5c8d07b822e76e8cc80b8653e2d89f395
AA1,9b430b14-2a9e-4899-9552-43ef0782da94,2025-01-15T16:43:16,7570939201,FIU043,FIP019,101,Personal Finance,2025-03-11,2025-06-28,2025-06-28,MUTUAL_FUNDS,489f986fd056cc3e03627e14883a4cb2c125e4b3f593d1a94f0a6cc03ef3a56d
AA1,05daac57-569b-4319-a135-135142aae183,2025-04-28T21:36:17,8375969228,FIU043,FIP048,102,Financial Reporting,2025-01-03,2025-04-14,2025-04-14,CREDIT_CARD,0de5d3c947ecccb7558ddc4899b0b62e141d37e43807020b1456b156bd9a9dfb
AA1,ea9bff26-851b-43e0-8476-c004c7601d52,2025-01-10T06:45:36,8712773182,FIU006,FIP017,102,Financial Reporting,2025-05-08,2025-10-18,2025-10-18,DEPOSIT,60aebc65ebf7faeb88a3dc16462738798246af400b8b9d3613eae97e41b484f2
AA1,1d710a9c-d6f1-47d4-973a-12e4e5160874,2025-05-08T02:38:37,8135434834,FIU038,FIP042,101,Personal Finance,2025-04-19,2025-10-06,2025-10-06,DEPOSIT,92460751fc5ecc4c81952d3bcea79d260b4cecf08ed7c849c47e9bf76cf1e51d
AA1,e23be6b4-620a-4ba4-9886-c56bd7ad99a8,2025-01-25T14:50:18,8696111807,FIU010,FIP043,102,Financial Reporting,2025-03-08,2025-08-05,2025-08-05,INSURANCE,3e6e2dbc2ed94a8da20744ac3dbae74f20fdf93a7e059dee5846bb7dbec2f0a4
AA1,6d0a6a75-ee27-4218-8293-8a44a6344c60,2025-06-22T00:26:55,9769507253,FIU021,FIP018,101,Personal Finance,2025-01-06,2025-02-18,2025-02-18,DEPOSIT,6e6226250cedc86daa0f8e011d5a9aa805fa5969719b081dff00af50727e605e
AA1,3b495cdb-2cb3-42b7-b55b-e320e3a78500,2025-06-04T20:41:59,9657715592,FIU024,FIP030,103,Credit Underwriting,2025-01-09,2025-03-22,2025-03-22,CREDIT_CARD,b1c7135adec4ac95855cfb9696c0cb322b3371aedce3fef1d4f9546ef3a73573
AA1,1edfb84a-349a-4606-baca-5a8093d28c3b,2025-03-17T15:49:46,7634096271,FIU004,FIP034,104,Account Query and Monitoring,2025-04-04,2025-09-17,2025-09-17,DEPOSIT,f455576f46bb35335023b47d0939a09faced575531ab34245409b84af81394a1
AA1,d31244d7-cd91-4b74-93a9-7aecc5a96e19,2025-05-06T19:43:54,9386364658,FIU038,FIP006,104,Account Query and Monitoring,2025-01-10,2025-04-25,2025-04-25,MUTUAL_FUNDS,fdb0578f705fe2f07a069013268aa8a9ab5836dbb952851a9db22800c913bc97
AA1,7ad2b354-4491-44bb-a4e3-ea0e0732d70a,2025-05-23T22:05:20,7645843102,FIU011,FIP029,104,Account Query and Monitoring,2025-01-05,2025-04-16,2025-04-16,CREDIT_CARD,ad63a484a3ffa6014dadd107122ae8eb4cfa07faf80b4dcd9945db371e190479
AA1,34d3066c-1e95-4117-ac2b-5005053db00c,2025-04-09T00:15:30,8882991365,FIU013,FIP033,104,Account Query and Monitoring,2025-03-11,2025-06-08,2025-06-08,DEPOSIT,bdfcddbb208447ecfe8f4efddc46ba2c765355e0e10d8265069b10cc832252e1
AA1,9df3a32b-7430-4e0b-8561-eba779ad413f,2025-05-05T02:19:44,7459663839,FIU022,FIP031,104,Account Query and Monitoring,2025-03-09,2025-07-12,2025-07-12,MUTUAL_FUNDS,f264801c8ecee84a6ff80972a5925dd96f8a0f416fb1067ad468d6cbfee80990
AA1,c1c16368-990d-48dd-b67d-f8b506697a5f,2025-02-21T20:32:35,9878373210,FIU046,FIP012,101,Personal Finance,2025-05-28,2025-08-05,2025-08-05,MUTUAL_FUNDS,9144f51aa68a10aecd67437b6dbf1a02a7f06a454f986b7191665712815dc4bb
AA1,0ce29ea7-3e5d-4cb9-a556-5f081f28124d,2025-05-15T06:07:43,8696060180,FIU045,FIP011,101,Personal Finance,2025-03-06,2025-09-01,2025-09-01,INSURANCE,22865afcde2929fd57267cb40531f5d41ac146089111e1386298f6cf082c0b03
AA1,2adaeec9-732d-4260-9ab0-b5a622588710,2025-05-21T17:38:35,7940118882,FIU002,FIP047,102,Financial Reporting,2025-03-29,2025-05-28,2025-05-28,MUTUAL_FUNDS,6c482880705187f6220872a2d1038abdbdc04fd6f8b30e189600db59e7582c2f
AA1,8f16e555-ff74-4897-bb36-952bec0a4d87,2025-01-10T09:27:14,9311489884,FIU007,FIP012,104,Account Query and Monitoring,2025-02-28,2025-08-12,2025-08-12,CREDIT_CARD,48990a39bf6d62f7047e464303b61c1b1298eb78ae551f8890e162e969cc6d3d
AA1,db6c8093-2820-489e-b7c4-017a5270a647,2025-06-13T12:02:50,8152154671,FIU012,FIP017,102,Financial Reporting,2025-03-03,2025-04-29,2025-04-29,CREDIT_CARD,5f98e92c5d7f6d6f6af65572cd81cec547e2358d795e270e4da05a8eaba26c88
AA1,968a69c7-ad71-48ea-99e7-5fbfc0a3709d,2025-06-12T14:29:08,8387159076,FIU018,FIP033,102,Financial Reporting,2025-02-18,2025-06-04,2025-06-04,MUTUAL_FUNDS,e28a20ba21f7029dfd2506f92771da78758b187677ec4b6790b13a8032fd6c02
AA1,a1ce3696-0a0c-4026-81cc-61947f5ebb5f,2025-03-14T02:58:55,9573435201,FIU031,FIP018,101,Personal Finance,2025-03-21,2025-06-27,2025-06-27,MUTUAL_FUNDS,8d6245b739e53b407ae378154ef579fd85fd3e5c21ce87f2a5ba7a947d0c924d
AA1,3f144cd5-0d2d-47f7-8306-77c8102405cb,2025-05-13T00:18:16,7195596342,FIU027,FIP036,102,Financial Reporting,2025-04-30,2025-08-17,2025-08-17,INSURANCE,746588621d055198a3e5aabb378e8d08f1f83a002da5cec3fbe27d6d1b5510b8
AA1,1cb373e1-d1a2-43c5-977d-644d997924d2,2025-03-25T14:57:07,7914317393,FIU031,FIP046,103,Credit Underwriting,2025-05-29,2025-11-22,2025-11-22,INSURANCE,3ae93645c6af8f5f3a41c02b0dd0e1ce34800e6c21b9c67dade046aba8c56ce4
AA1,33a6d7f1-c11d-4235-83bc-f224e6dfe484,2025-02-15T19:35:41,8906027462,FIU002,FIP006,102,Financial Reporting,2025-01-18,2025-06-04,2025-06-04,DEPOSIT,031e0f108020b266a79a1cd4dfd1231974d7cd6cc27731605fd011c90863946f
AA1,6f01f07c-a007-45b5-be2d-85836366af89,2025-06-05T02:23:03,9243809523,FIU019,FIP020,101,Personal Finance,2025-02-24,2025-07-04,2025-07-04,MUTUAL_FUNDS,8e46b0c8f00423418f8ecb7b6456e5e76c40ddb0d4665dfd475244e5bccdb290
AA1,b2b527a9-54c9-458e-a5bd-7dca9ba324db,2025-06-11T10:25:19,8486400077,FIU027,FIP003,104,Account Query and Monitoring,2025-04-17,2025-06-17,2025-06-17,MUTUAL_FUNDS,17002b94dfe12f5b56b734666d716af7625e747eab8f3783a8891e8b80c6b551
AA1,1fdcf773-c25b-4fee-a551-a34c521aac19,2025-04-20T02:28:24,7444340731,FIU014,FIP030,101,Personal Finance,2025-02-11,2025-08-07,2025-08-07,INSURANCE,2f7146b14164ed201ccc713722ece19f087ab08143163114b4b4c526096a3bfb
AA1,75b65e5a-5909-4dbb-b21f-356b3f07bf60,2025-04-04T08:32:54,7971050876,FIU021,FIP049,102,Financial Reporting,2025-04-18,2025-06-04,2025-06-04,CREDIT_CARD,ec269f93fc7096502b38581a480d94733bbf9325ff826bd0a15f3ce04973df36
AA1,3b546c10-a0ec-4528-ae4a-1e820a269a2f,2025-06-24T13:49:49,8905677612,FIU020,FIP014,104,Account Query and Monitoring,2025-02-20,2025-08-07,2025-08-07,INSURANCE,6c8552c6442c0fc705761edf9f14373e2c5fd1b1454ef559054d266510a08f9c
AA1,587bb6aa-aca6-4661-bce6-05dd0b9c9e69,2025-01-31T17:51:07,8871696968,FIU012,FIP024,101,Personal Finance,2025-03-06,2025-07-08,2025-07-08,CREDIT_CARD,db9476410787819d79bceab38e5339c07049fc45b2ce63dd83133364129dea30
AA1,93e779e6-ee15-47ad-a5af-1a4f73bb6e6e,2025-02-13T16:47:21,7250251121,FIU044,FIP023,101,Personal Finance,2025-04-16,2025-09-16,2025-09-16,DEPOSIT,84997bc740f07fdf57bf713d8b217135620a6ec53e36784d9c90cda59893b517
AA1,c23cef91-8822-49ec-b141-a69aa22fed96,2025-03-02T03:35:25,7712326719,FIU046,FIP033,102,Financial Reporting,2025-02-07,2025-04-10,2025-04-10,DEPOSIT,8d3dfc70e5e7c00e2128989f648fb25da0085e17c7e5f8e6ddfc19d651faf568
AA1,350406ec-716f-4865-a47c-afa2fe2238b8,2025-03-17T16:43:10,9691167265,FIU050,FIP042,104,Account Query and Monitoring,2025-03-31,2025-05-11,2025-05-11,DEPOSIT,a83d2c526031f0501621e3097c6c3aba4d2a598a0f4e1f45b44b017a1ae037df
AA1,63a91630-0806-4803-9354-b2330fac2dd1,2025-02-04T23:38:41,9741543064,FIU013,FIP001,103,Credit Underwriting,2025-05-19,2025-08-13,2025-08-13,CREDIT_CARD,1ad12e0c593a40eef50b2d3b96637a8626dc1020295d74d5d572002c1a656471
AA1,c818af99-6bcf-4611-a35e-9affb281741e,2025-05-18T12:51:17,9678543199,FIU033,FIP017,103,Credit Underwriting,2025-02-04,2025-08-02,2025-08-02,CREDIT_CARD,4e9b75be8bbd3d68aeee0909d00d525ab2c5dbdc55f15ce907449e04a022c931
AA1,e62cfd3f-9caa-4fbe-a478-a703fe15ec43,2025-03-05T11:52:39,7330538994,FIU034,FIP050,102,Financial Reporting,2025-02-20,2025-06-15,2025-06-15,MUTUAL_FUNDS,e10a794b67d1cbc521c7351c52ce27d8f0205e7eec16f957dbf76b9bfcaa1e1b
AA1,75291375-7744-436d-8a87-d80c9a6c1acb,2025-06-16T12:01:44,8338893583,FIU040,FIP034,104,Account Query and Monitoring,2025-03-16,2025-08-21,2025-08-21,CREDIT_CARD,a83971a6b2320ed7200e40af86cade21cceea29f9c5f459fd14763ac2f681d66
AA1,63304448-67c2-4a80-b080-ec7e354eebdf,2025-03-04T01:14:37,7969632799,FIU021,FIP027,103,Credit Underwriting,2025-04-15,2025-09-27,2025-09-27,CREDIT_CARD,bf8a8d98025ba5ff2d66a90a691fdaf093954ebad2c6228a649e7852fe16d04e
AA1,13aa764b-a3b4-4bfa-bf69-3b741ead9de5,2025-02-16T08:41:01,7402197745,FIU044,FIP023,102,Financial Reporting,2025-05-19,2025-09-20,2025-09-20,DEPOSIT,e1667cb1890922ee0dc4d21b426cfb0930522b652e516ed63c46049b5a4e0d6d
AA1,cf66515a-0f39-4a90-970b-0ce9604ad499,2025-02-04T05:56:14,8997019554,FIU022,FIP043,102,Financial Reporting,2025-04-14,2025-08-10,2025-08-10,INSURANCE,5896b82ee13e61343539bed81b6d096a2c3a36f81935d9d5945107667e3ca0dc
AA1,c17c776a-0459-4b5f-a2df-824067cb43dd,2025-01-28T07:33:23,7199732242,FIU016,FIP011,101,Personal Finance,2025-05-17,2025-10-04,2025-10-04,DEPOSIT,7d9a48a8c11d5946d84ac47c1a431ca2499a8c382f49b86e9d95c672470cdced
AA1,d631bd80-34cb-43c1-8403-6e7c7b64f4dc,2025-06-16T00:44:12,9722623751,FIU034,FIP005,102,Financial Reporting,2025-05-05,2025-09-21,2025-09-21,DEPOSIT,697f5f2faad0a5192347c3c25e212ce10f7f25ebb9fa9aaf5180a5ee720e2f82
AA1,af390a68-151b-47ff-b795-ff1b92f49f3b,2025-01-20T16:47:12,8352324068,FIU050,FIP024,102,Financial Reporting,2025-02-21,2025-07-19,2025-07-19,CREDIT_CARD,52fe347a0ccdb41f44b2fb62fc9f2c3a2096cf4d7c83d1e97b841bfb7ca139e8
AA1,0a75ef7e-4355-4f2d-88c6-8421f32a10e2,2025-01-12T02:13:43,7991128899,FIU050,FIP007,103,Credit Underwriting,2025-05-12,2025-06-13,2025-06-13,CREDIT_CARD,8a86acd76e7843b014366351a329cb0b58359dac596b2f3726a10dffe7c60dc5
AA1,f6046721-543b-4a95-918b-2e7466eb71ca,2025-03-19T16:57:07,8113225344,FIU024,FIP017,102,Financial Reporting,2025-02-08,2025-07-21,2025-07-21,DEPOSIT,a229a847ba49235915e38046a2bb761d61d12a51bde82662ce221adf435cdd6f
AA1,ceca1ce5-9ef3-46cd-9e8c-b103dee77e3e,2025-03-16T17:31:52,8918945696,FIU047,FIP026,104,Account Query and Monitoring,2025-03-02,2025-06-07,2025-06-07,CREDIT_CARD,53e141e86b4222ea26a5fdf32080a7d6d490e1a54b01e5cbeccdc756092ea716
AA1,f6544d87-ef83-4877-be31-e9bd72617f4c,2025-05-07T06:18:39,9063431697,FIU014,FIP039,101,Personal Finance,2025-03-20,2025-07-22,2025-07-22,DEPOSIT,cb6bce55949dbc55dac6fe2f70bdb3264a9906e46ae98c152ed6f57ccf3fa2c6
AA1,9c477049-b166-49fd-bb7f-d2ac2ee8eb0e,2025-06-04T18:34:01,7902464182,FIU043,FIP050,101,Personal Finance,2025-05-08,2025-09-28,2025-09-28,MUTUAL_FUNDS,4a894b0273577819a2361a3385466da8e33473a8909450061be488a1c534f74d
AA1,041997b3-5638-4c05-b07e-acdfbc4697e5,2025-01-27T17:29:18,9475654446,FIU030,FIP048,103,Credit Underwriting,2025-03-31,2025-05-02,2025-05-02,CREDIT_CARD,77c33647b908474d08c9fe6d26badac71625cb5e2e2d1d84273de6f3f1808c4c
AA1,5deb1f55-3497-4e3d-b387-a6ed9f4f4efb,2025-01-16T18:43:48,8338540518,FIU039,FIP005,101,Personal Finance,2025-02-18,2025-06-16,2025-06-16,DEPOSIT,0b6bf54f8dfbb28dd515d68247a5a5a8d582ee38ff47c02afb21b224c8508a34
AA1,ec0e9ace-072b-4722-bb65-8268c2de4709,2025-01-20T09:52:07,8739490462,FIU031,FIP044,104,Account Query and Monitoring,2025-01-23,2025-07-20,2025-07-20,CREDIT_CARD,703e3a0f78a1f17c297be3ea92f91d0ab3067b12f5729821119110cebb9dac31
AA1,a16e1652-268a-487a-ad4d-2dfb2a6c5939,2025-05-26T09:07:16,8203058578,FIU032,FIP030,104,Account Query and Monitoring,2025-05-15,2025-11-02,2025-11-02,DEPOSIT,83d232565b150cbe2f42e10155e0f552abd03dff228ab59a0c407653bef998b4
AA1,793af499-ef00-43b1-8390-7e56bf7f9882,2025-04-11T03:37:52,9150722878,FIU018,FIP020,104,Account Query and Monitoring,2025-03-18,2025-07-18,2025-07-18,DEPOSIT,9b739d9d6dc34a87ce5dfb22f43e47172c151e0bc79410a1a36f4042c24497bf
AA1,0c24f611-88ab-426a-86b3-1a4996da71a0,2025-06-12T03:55:40,7625561129,FIU049,FIP050,103,Credit Underwriting,2025-04-07,2025-05-07,2025-05-07,INSURANCE,ae39dd6908fa8fa7a64a41dff7015d88866d00d4f51897682c337a143c4cec30
AA1,d441bbfb-e1f2-489e-a57b-2347f5c0b7d2,2025-05-26T20:47:02,8173257854,FIU032,FIP017,104,Account Query and Monitoring,2025-03-28,2025-05-18,2025-05-18,DEPOSIT,da14d47336fd3c3950577bc288d6557b90f3b8d00d545dafbd8280a38a3f9f70
AA1,a72a21cb-519e-4e7b-819d-9344fed41925,2025-05-02T10:48:39,7748144131,FIU011,FIP041,103,Credit Underwriting,2025-03-01,2025-07-26,2025-07-26,CREDIT_CARD,5f466d61544ccb7a17b01374429882f2ae1ed48e21d47a1acac1dc761f48a05d
AA1,5b7a4ecb-fe5a-4aaa-b4e0-1725bb6937b7,2025-01-02T15:12:02,8061457566,FIU033,FIP024,104,Account Query and Monitoring,2025-03-04,2025-04-22,2025-04-22,INSURANCE,8794c478c8310aaf22631844db0230d190b2b651ff5841aceedd4e07598b719b
AA1,9c644726-f6d4-4566-b30a-1495bcf05c59,2025-01-28T22:06:24,9684365898,FIU009,FIP015,104,Account Query and Monitoring,2025-03-29,2025-08-04,2025-08-04,DEPOSIT,ad9342eab08dac8dea00153fc498bb1b1c79d7055fb6250cfde903e9f0a33738
AA1,925ac30a-0fb1-465e-abc6-c26ea380a5c4,2025-06-01T20:41:04,9343638293,FIU014,FIP003,103,Credit Underwriting,2025-03-29,2025-06-19,2025-06-19,MUTUAL_FUNDS,417b64b321109217fd4e3231eeb6ca090c606a63a9ae8f9f825916f0e1138d7b
AA1,d790f3b6-6138-4658-8c24-a736e3b34c6b,2025-06-21T22:04:09,8780673181,FIU020,FIP041,102,Financial Reporting,2025-03-15,2025-04-20,2025-04-20,DEPOSIT,a68eaa88cc9440f153359ea9d5eebd99f09a0150e26e81f7d72101977221ef0d
AA1,cfe16e10-9357-4008-a0c9-b0623a923410,2025-06-30T07:45:33,9038586743,FIU050,FIP017,104,Account Query and Monitoring,2025-01-14,2025-02-15,2025-02-15,INSURANCE,2baf3266d67b10ae738f772db8bbf87e2d304aa9646a3397e25e5c66acedb7e6
AA1,6cd1cd5c-9cf0-4899-a7c6-d684b4dc8a64,2025-02-10T01:33:55,7697982012,FIU044,FIP030,103,Credit Underwriting,2025-02-01,2025-06-27,2025-06-27,CREDIT_CARD,2a5162f3ad845746dbcb06e99e3b93d44b1de1dfcc18708ece4d9e87f6a9647f
AA1,243ea32c-d1ea-472c-b6bd-e22b3c06313e,2025-01-25T21:03:59,7575157900,FIU050,FIP045,103,Credit Underwriting,2025-05-07,2025-10-17,2025-10-17,DEPOSIT,d49a18f0982cec72bb5b65fb77de9c39c80794bf431d608d2b006548961ef586
AA1,ea7fc57f-a523-42f6-ad83-a77b9e7f429a,2025-06-02T04:51:13,7229148428,FIU030,FIP013,103,Credit Underwriting,2025-02-15,2025-04-12,2025-04-12,MUTUAL_FUNDS,e4a3319f5fb0765a9e5c0a91bdcbaf8ce32bdca1514d875840c71bbc6a4cf5f8
AA1,40415b8e-2be5-4984-a87b-c00c4e5d37da,2025-06-01T12:21:48,7312552498,FIU015,FIP026,102,Financial Reporting,2025-03-05,2025-07-20,2025-07-20,DEPOSIT,2e130179809dd7663e6d550b21e2cc157cc5b5a7fe430fdf883d41c5daf429a9
AA1,6c972efb-9550-4ca0-84a9-0b2d4acad082,2025-05-20T04:34:36,8253701971,FIU001,FIP008,104,Account Query and Monitoring,2025-04-24,2025-08-06,2025-08-06,DEPOSIT,e3ed3205db9d1f88ff48ee9ca99a105ecf423ebb62b6fbcb60175a83014cf997
AA1,a132bae5-7ec8-479d-80c0-4de69720716e,2025-05-11T10:01:38,8479622092,FIU001,FIP026,104,Account Query and Monitoring,2025-03-29,2025-08-10,2025-08-10,CREDIT_CARD,9844e63182e42aebb70c7f2c19caee49b500c0e77f6adf361a841810854e1042
AA1,619d3cb7-3a53-49e1-ba1c-457448bc71cc,2025-02-06T03:47:54,9663843708,FIU018,FIP004,103,Credit Underwriting,2025-05-28,2025-07-06,2025-07-06,INSURANCE,5a043d000f0cce1b64e4fad8423dd536c2a704d3e6bd23e79dffc702331203bc
AA1,ecc08e3e-1f06-4b1e-b2ef-688af936bd79,2025-05-11T05:55:10,9280587542,FIU006,FIP040,102,Financial Reporting,2025-01-21,2025-02-20,2025-02-20,MUTUAL_FUNDS,c2dbf9bd11172b5e675073b326128726e41ea0ea3127ab8b8a0fd4405ae721a8
AA1,6e07a73b-6570-4753-92b5-01a41fd6a0ac,2025-01-21T00:44:57,9127150775,FIU021,FIP026,103,Credit Underwriting,2025-02-03,2025-05-11,2025-05-11,DEPOSIT,510dfa59b65dee447cede196bc84e5aae5df1053f4c0ce3cfdb4f2ad8d17af27
AA1,51eb7476-eb61-4627-9f9d-f708e1464138,2025-04-11T03:38:17,8638048547,FIU021,FIP039,102,Financial Reporting,2025-02-18,2025-07-09,2025-07-09,INSURANCE,0e148d4e22d6a9ef26e52b27a2b1df265655aad9101f0d4c81eaa5ca97254f67
AA1,63a234f6-c903-4f7c-9a9e-d6042e2afd3c,2025-06-16T15:40:08,9644771276,FIU008,FIP049,103,Credit Underwriting,2025-01-10,2025-05-14,2025-05-14,DEPOSIT,4aa0a40412c05b13772492772106d03f3e840a31fbd57547fa32c2604e7c6583
AA1,ccb3a472-9fac-4695-a376-e172d850e88e,2025-05-01T16:34:07,8043426657,FIU003,FIP002,101,Personal Finance,2025-03-19,2025-09-12,2025-09-12,MUTUAL_FUNDS,d64e5fc45086a148cb24b99feb9a4533b8481ebb1b9507f289a7c1e101e188e3
AA1,8a50ca5a-f87d-45ad-9e56-550825eb7bcf,2025-01-06T12:48:35,8016498215,FIU015,FIP039,102,Financial Reporting,2025-01-20,2025-03-03,2025-03-03,INSURANCE,6889b0fcb37a2c0cccaed34d0bcf234ff4e41c6223792f071ca37cd8b3e7f4f0
AA1,f9973bdf-50d6-4ea9-9c71-28410a7f744b,2025-01-22T00:10:11,9521250734,FIU010,FIP006,104,Account Query and Monitoring,2025-04-13,2025-06-03,2025-06-03,DEPOSIT,f022a66c4b1da822691c5450f2e181bd0c505b110605caad2e00b211c8e5ee68
AA1,6522619c-fe4b-48d5-bf8a-bcdcdda92d49,2025-02-01T16:44:52,7498741481,FIU038,FIP014,102,Financial Reporting,2025-01-31,2025-06-13,2025-06-13,INSURANCE,dc97c406ccf6770426a227b03e1a88dfe924ed3a2c333cc39c82c4737004fc98
AA1,bccb5661-6896-42e6-a744-f633498683e5,2025-04-30T00:35:26,7945525852,FIU020,FIP031,103,Credit Underwriting,2025-03-16,2025-07-02,2025-07-02,DEPOSIT,4353b806f2c2bc4741fe6e093693c29cdad15f18c2ec4208410f74c22ad18e2f
AA1,b0350e97-5295-4e56-8d91-4214fc885ff7,2025-06-24T05:41:26,9333784689,FIU009,FIP043,102,Financial Reporting,2025-01-20,2025-07-17,2025-07-17,CREDIT_CARD,0fd291ecab5c71c449b3b74ec675e4ddc842ba6f760a2e02160a174d9570d71b
AA1,eca60e8f-a9c3-4c46-9bd7-741e10b8daf7,2025-03-09T11:02:47,8043808629,FIU025,FIP012,101,Personal Finance,2025-01-29,2025-05-08,2025-05-08,DEPOSIT,0a152dfc1b13b10676bbc8445968a967e5cd415d99af26004eb6801e524d3ac1
AA1,26e74c9c-a933-4d89-9564-e4db5a30737e,2025-03-27T02:08:07,9621243819,FIU025,FIP028,103,Credit Underwriting,2025-03-10,2025-06-12,2025-06-12,MUTUAL_FUNDS,f663b9c0b044688279c1e6d369eff007bc9dd6a52569639f0daa4f88cacabe58
